day_ticker_pairs,indicator_valid,gap_up,gA,gB,gC,gD,all_four,gC_given_AB,gD_given_ABC,AB_pairs,ABC_pairs
38841,38841,11275,9371,283,10706,1786,100,273,100,283,273
